time,symbol,timeframe,open,high,low,close,tick_volume,real_volume,spread
2025-10-31 11:55:00,XAUUSD,M5,4003.31,4009.68,4003.3,4008.5,373,0,5
2025-10-31 12:00:00,XAUUSD,M5,4008.7,4013.04,4008.38,4012.11,399,0,16
2025-10-31 12:05:00,XAUUSD,M5,4012.08,4016.12,4011.4,4015.71,400,0,16
2025-10-31 12:10:00,XAUUSD,M5,4015.79,4016.72,4014.86,4015.95,370,0,5
2025-10-31 12:15:00,XAUUSD,M5,4015.96,4016.3,4011.36,4013.78,402,0,16
2025-10-31 12:20:00,XAUUSD,M5,4013.83,4015.85,4011.53,4011.77,375,0,5
2025-10-31 12:25:00,XAUUSD,M5,4011.76,4016.18,4010.48,4013.33,400,0,5
2025-10-31 12:30:00,XAUUSD,M5,4012.82,4014.12,4010.55,4011.04,357,0,5
2025-10-31 12:35:00,XAUUSD,M5,4011.1,4011.46,4008.47,4010.98,347,0,16
2025-10-31 12:40:00,XAUUSD,M5,4010.88,4011.23,4008.76,4010.26,259,0,16
2025-10-31 12:45:00,XAUUSD,M5,4010.13,4010.6,4004.81,4006.78,349,0,16
2025-10-31 12:50:00,XAUUSD,M5,4006.83,4007.46,4005.22,4005.96,349,0,17
2025-10-31 12:55:00,XAUUSD,M5,4005.61,4008.38,4003.64,4007.48,386,0,17
2025-10-31 13:00:00,XAUUSD,M5,4007.46,4008.99,4006.59,4008.6,366,0,15
2025-10-31 13:05:00,XAUUSD,M5,4008.61,4009.56,4004.06,4005.39,354,0,7
2025-10-31 13:10:00,XAUUSD,M5,4005.37,4007.86,4004.33,4006.03,360,0,16
2025-10-31 13:15:00,XAUUSD,M5,4006.02,4007.31,4003.07,4004.08,344,0,14
2025-10-31 13:20:00,XAUUSD,M5,4004.1,4004.66,4001.7,4004.42,380,0,16
2025-10-31 13:25:00,XAUUSD,M5,4004.47,4008.12,4004.45,4005.52,360,0,16
2025-10-31 13:30:00,XAUUSD,M5,4005.51,4007.23,4003.16,4003.45,355,0,16
2025-10-31 13:35:00,XAUUSD,M5,4003.48,4007.13,4001.95,4006.86,358,0,7
2025-10-31 13:40:00,XAUUSD,M5,4007.02,4008.82,4005.97,4008.82,386,0,16
2025-10-31 13:45:00,XAUUSD,M5,4008.84,4010.32,4006.24,4006.94,396,0,16
2025-10-31 13:50:00,XAUUSD,M5,4006.97,4011.23,4006.64,4008.67,380,0,16
2025-10-31 13:55:00,XAUUSD,M5,4008.84,4010.48,4007.76,4010.48,346,0,16
2025-10-31 14:00:00,XAUUSD,M5,4010.39,4011.11,4009.26,4010.85,411,0,16
2025-10-31 14:05:00,XAUUSD,M5,4010.66,4011.5,4009.97,4010.22,373,0,16
2025-10-31 14:10:00,XAUUSD,M5,4010.39,4013.21,4010.09,4012.44,385,0,17
2025-10-31 14:15:00,XAUUSD,M5,4012.47,4014.34,4011.9,4013.14,388,0,12
2025-10-31 14:20:00,XAUUSD,M5,4013.06,4024.52,4012.51,4023.88,451,0,9
2025-10-31 14:25:00,XAUUSD,M5,4023.9,4025.33,4019.37,4019.52,437,0,18
2025-10-31 14:30:00,XAUUSD,M5,4019.18,4020.03,4016.68,4017.82,414,0,17
2025-10-31 14:35:00,XAUUSD,M5,4017.66,4027.13,4016.87,4026.18,462,0,17
2025-10-31 14:40:00,XAUUSD,M5,4026.24,4032.91,4025.06,4029.71,477,0,11
2025-10-31 14:45:00,XAUUSD,M5,4029.45,4036.36,4028.36,4032.5,440,0,16
2025-10-31 14:50:00,XAUUSD,M5,4032.45,4032.53,4024.78,4026.13,442,0,17
2025-10-31 14:55:00,XAUUSD,M5,4026.25,4026.25,4020.85,4022.99,434,0,17
2025-10-31 15:00:00,XAUUSD,M5,4022.98,4027.36,4020.62,4027.12,474,0,6
2025-10-31 15:05:00,XAUUSD,M5,4027.03,4029.71,4023.89,4029.3,439,0,10
2025-10-31 15:10:00,XAUUSD,M5,4029.24,4035.01,4028.9,4031.32,470,0,5
2025-10-31 15:15:00,XAUUSD,M5,4031.21,4032.02,4028.53,4029.25,422,0,14
2025-10-31 15:20:00,XAUUSD,M5,4029.05,4031.46,4026.59,4031.03,430,0,5
2025-10-31 15:25:00,XAUUSD,M5,4030.98,4031.31,4025.7,4026.67,433,0,5
2025-10-31 15:30:00,XAUUSD,M5,4027.53,4028.31,4019.56,4021.95,489,0,14
2025-10-31 15:35:00,XAUUSD,M5,4022.35,4023.99,4016.57,4019.55,467,0,17
2025-10-31 15:40:00,XAUUSD,M5,4019.62,4020.42,4013.18,4016.05,449,0,5
2025-10-31 15:45:00,XAUUSD,M5,4016.09,4022.67,4015.85,4019.1,469,0,13
2025-10-31 15:50:00,XAUUSD,M5,4019.77,4020.53,4010.25,4014.49,489,0,13
2025-10-31 15:55:00,XAUUSD,M5,4014.0,4018.18,4011.99,4017.03,454,0,6
2025-10-31 16:00:00,XAUUSD,M5,4016.64,4026.7,4016.64,4025.4,477,0,16
2025-10-31 16:05:00,XAUUSD,M5,4025.54,4027.42,4021.15,4021.31,462,0,15
2025-10-31 16:10:00,XAUUSD,M5,4021.24,4025.16,4018.36,4019.69,459,0,16
2025-10-31 16:15:00,XAUUSD,M5,4019.73,4024.98,4018.75,4024.81,454,0,16
2025-10-31 16:20:00,XAUUSD,M5,4024.81,4025.58,4018.91,4024.14,454,0,6
2025-10-31 16:25:00,XAUUSD,M5,4023.96,4024.29,4014.95,4015.66,453,0,5
2025-10-31 16:30:00,XAUUSD,M5,4015.14,4021.41,4013.03,4020.2,453,0,5
2025-10-31 16:35:00,XAUUSD,M5,4020.28,4021.33,4013.92,4016.09,434,0,17
2025-10-31 16:40:00,XAUUSD,M5,4016.11,4018.01,4014.11,4016.88,440,0,17
2025-10-31 16:45:00,XAUUSD,M5,4017.06,4017.08,4011.94,4014.35,431,0,17
2025-10-31 16:50:00,XAUUSD,M5,4014.13,4019.31,4010.7,4019.31,437,0,7
2025-10-31 16:55:00,XAUUSD,M5,4019.41,4022.37,4018.01,4020.62,445,0,17
2025-10-31 17:00:00,XAUUSD,M5,4020.61,4020.75,4009.42,4014.14,468,0,5
2025-10-31 17:05:00,XAUUSD,M5,4013.93,4015.46,4009.59,4012.82,457,0,15
2025-10-31 17:10:00,XAUUSD,M5,4012.87,4017.55,4010.22,4017.31,429,0,5
2025-10-31 17:15:00,XAUUSD,M5,4017.32,4019.61,4014.84,4016.04,432,0,5
2025-10-31 17:20:00,XAUUSD,M5,4016.02,4018.2,4015.09,4018.15,410,0,8
2025-10-31 17:25:00,XAUUSD,M5,4018.32,4019.1,4014.71,4017.89,427,0,16
2025-10-31 17:30:00,XAUUSD,M5,4017.83,4021.55,4015.99,4021.52,441,0,9
2025-10-31 17:35:00,XAUUSD,M5,4021.56,4022.44,4018.85,4019.9,435,0,15
2025-10-31 17:40:00,XAUUSD,M5,4019.93,4022.4,4017.38,4020.71,422,0,5
2025-10-31 17:45:00,XAUUSD,M5,4020.74,4021.18,4013.14,4016.7,467,0,7
2025-10-31 17:50:00,XAUUSD,M5,4016.67,4022.11,4015.75,4021.02,412,0,15
2025-10-31 17:55:00,XAUUSD,M5,4021.08,4021.31,4011.64,4012.91,445,0,9
2025-10-31 18:00:00,XAUUSD,M5,4012.88,4015.12,4005.01,4006.0,455,0,17
2025-10-31 18:05:00,XAUUSD,M5,4005.63,4007.32,3997.85,3999.02,478,0,14
2025-10-31 18:10:00,XAUUSD,M5,3999.02,3999.02,3978.53,3979.06,508,0,5
2025-10-31 18:15:00,XAUUSD,M5,3978.63,3982.44,3972.58,3978.64,542,0,5
2025-10-31 18:20:00,XAUUSD,M5,3978.18,3986.55,3977.59,3986.0,493,0,8
2025-10-31 18:25:00,XAUUSD,M5,3985.89,3989.89,3980.83,3986.15,477,0,13
2025-10-31 18:30:00,XAUUSD,M5,3985.53,3990.39,3985.3,3986.56,452,0,16
2025-10-31 18:35:00,XAUUSD,M5,3986.48,3989.25,3983.34,3987.85,463,0,5
2025-10-31 18:40:00,XAUUSD,M5,3987.71,3988.77,3981.64,3984.48,462,0,17
2025-10-31 18:45:00,XAUUSD,M5,3984.47,3986.81,3983.14,3986.31,411,0,5
2025-10-31 18:50:00,XAUUSD,M5,3986.4,3986.79,3980.54,3980.54,434,0,17
2025-10-31 18:55:00,XAUUSD,M5,3980.58,3982.99,3978.88,3980.76,441,0,5
2025-10-31 19:00:00,XAUUSD,M5,3980.95,3989.53,3980.95,3988.0,466,0,13
2025-10-31 19:05:00,XAUUSD,M5,3988.29,3989.44,3984.8,3986.17,431,0,5
2025-10-31 19:10:00,XAUUSD,M5,3986.01,3986.63,3981.76,3983.05,433,0,15
2025-10-31 19:15:00,XAUUSD,M5,3982.84,3986.37,3981.56,3983.18,394,0,6
2025-10-31 19:20:00,XAUUSD,M5,3983.2,3986.84,3982.48,3985.88,415,0,5
2025-10-31 19:25:00,XAUUSD,M5,3985.86,3987.55,3983.55,3984.64,433,0,16
2025-10-31 19:30:00,XAUUSD,M5,3984.34,3988.46,3980.75,3986.23,447,0,5
2025-10-31 19:35:00,XAUUSD,M5,3986.21,3989.37,3984.38,3988.78,426,0,6
2025-10-31 19:40:00,XAUUSD,M5,3988.89,3999.26,3988.0,3998.18,451,0,10
2025-10-31 19:45:00,XAUUSD,M5,3998.59,4003.57,3996.38,4001.02,446,0,16
2025-10-31 19:50:00,XAUUSD,M5,4000.93,4001.84,3998.01,3998.63,397,0,5
2025-10-31 19:55:00,XAUUSD,M5,3998.62,4000.05,3997.15,3997.69,396,0,16
2025-10-31 20:00:00,XAUUSD,M5,3997.7,3999.27,3995.81,3997.39,410,0,16
2025-10-31 20:05:00,XAUUSD,M5,3997.42,4001.22,3997.42,3999.34,421,0,14
2025-10-31 20:10:00,XAUUSD,M5,3999.41,4007.24,3998.83,4006.3,436,0,5
2025-10-31 20:15:00,XAUUSD,M5,4006.27,4009.69,4005.19,4008.95,429,0,10
2025-10-31 20:20:00,XAUUSD,M5,4008.8,4009.71,4007.09,4009.02,403,0,7
2025-10-31 20:25:00,XAUUSD,M5,4009.13,4010.19,4008.4,4008.61,373,0,5
2025-10-31 20:30:00,XAUUSD,M5,4008.62,4009.03,4004.89,4006.05,395,0,5
2025-10-31 20:35:00,XAUUSD,M5,4006.59,4007.05,4004.3,4005.04,385,0,5
2025-10-31 20:40:00,XAUUSD,M5,4005.04,4005.58,4002.79,4004.04,367,0,5
2025-10-31 20:45:00,XAUUSD,M5,4004.03,4006.05,4002.86,4003.3,363,0,5
2025-10-31 20:50:00,XAUUSD,M5,4003.33,4003.85,3999.44,4000.43,379,0,5
2025-10-31 20:55:00,XAUUSD,M5,4000.35,4001.88,3999.69,4000.01,373,0,16
2025-10-31 21:00:00,XAUUSD,M5,3999.97,4004.16,3999.16,4002.13,430,0,5
2025-10-31 21:05:00,XAUUSD,M5,4002.12,4005.63,4001.61,4004.09,393,0,16
2025-10-31 21:10:00,XAUUSD,M5,4004.2,4004.78,3999.6,3999.75,371,0,16
2025-10-31 21:15:00,XAUUSD,M5,3999.86,4000.34,3991.63,3991.83,452,0,17
2025-10-31 21:20:00,XAUUSD,M5,3992.15,3994.93,3991.31,3994.24,438,0,8
2025-10-31 21:25:00,XAUUSD,M5,3994.4,4002.16,3993.76,4001.7,434,0,5
2025-10-31 21:30:00,XAUUSD,M5,4001.68,4001.68,3997.34,3998.0,408,0,5
2025-10-31 21:35:00,XAUUSD,M5,3998.0,3998.22,3994.79,3996.12,423,0,16
2025-10-31 21:40:00,XAUUSD,M5,3996.08,3999.39,3996.08,3999.1,419,0,15
2025-10-31 21:45:00,XAUUSD,M5,3999.13,4000.93,3997.67,3998.15,423,0,16
2025-10-31 21:50:00,XAUUSD,M5,3998.47,3999.77,3996.16,3996.84,426,0,16
2025-10-31 21:55:00,XAUUSD,M5,3996.45,4001.79,3996.45,4001.15,433,0,5
2025-10-31 22:00:00,XAUUSD,M5,4000.92,4001.33,3997.36,3998.78,316,0,5
2025-10-31 22:05:00,XAUUSD,M5,3998.8,3998.9,3997.71,3998.15,224,0,5
2025-10-31 22:10:00,XAUUSD,M5,3998.26,3999.35,3996.19,3998.52,256,0,16
2025-10-31 22:15:00,XAUUSD,M5,3998.49,3999.39,3997.25,3997.8,287,0,16
2025-10-31 22:20:00,XAUUSD,M5,3997.82,3999.47,3997.37,3999.16,229,0,16
2025-10-31 22:25:00,XAUUSD,M5,3999.84,4002.45,3998.6,4002.2,237,0,5
2025-10-31 22:30:00,XAUUSD,M5,4002.14,4005.29,4001.85,4002.96,280,0,5
2025-10-31 22:35:00,XAUUSD,M5,4002.99,4006.13,4002.99,4005.94,236,0,5
2025-10-31 22:40:00,XAUUSD,M5,4005.95,4006.61,4003.27,4003.82,292,0,16
2025-10-31 22:45:00,XAUUSD,M5,4003.99,4004.27,4001.68,4003.01,297,0,6
2025-10-31 22:50:00,XAUUSD,M5,4002.81,4004.67,4002.03,4003.83,308,0,16
2025-10-31 22:55:00,XAUUSD,M5,4003.03,4004.34,4001.69,4002.14,99,0,50
2025-11-03 01:00:00,XAUUSD,M5,3989.66,3998.22,3983.74,3995.47,1075,0,15
2025-11-03 01:05:00,XAUUSD,M5,3995.91,3996.93,3990.06,3992.9,342,0,5
2025-11-03 01:10:00,XAUUSD,M5,3992.45,3996.39,3991.38,3996.34,273,0,5
2025-11-03 01:15:00,XAUUSD,M5,3996.18,3998.95,3992.48,3994.05,347,0,5
2025-11-03 01:20:00,XAUUSD,M5,3993.98,3994.43,3988.6,3993.6,366,0,5
2025-11-03 01:25:00,XAUUSD,M5,3993.71,3996.04,3993.71,3994.75,227,0,16
2025-11-03 01:30:00,XAUUSD,M5,3994.2,3995.82,3990.67,3991.45,247,0,8
2025-11-03 01:35:00,XAUUSD,M5,3991.45,3992.67,3984.3,3987.21,430,0,5
2025-11-03 01:40:00,XAUUSD,M5,3987.31,3987.7,3977.83,3979.32,401,0,16
2025-11-03 01:45:00,XAUUSD,M5,3979.82,3981.57,3977.82,3981.34,332,0,12
2025-11-03 01:50:00,XAUUSD,M5,3980.9,3985.16,3978.19,3981.04,368,0,16
2025-11-03 01:55:00,XAUUSD,M5,3980.88,3983.17,3978.17,3979.88,316,0,17
2025-11-03 02:00:00,XAUUSD,M5,3979.54,3987.61,3978.16,3979.93,424,0,17
2025-11-03 02:05:00,XAUUSD,M5,3980.01,3980.59,3977.87,3978.41,358,0,5
2025-11-03 02:10:00,XAUUSD,M5,3978.4,3980.13,3966.59,3968.41,366,0,16
2025-11-03 02:15:00,XAUUSD,M5,3968.34,3970.09,3963.13,3963.3,430,0,5
2025-11-03 02:20:00,XAUUSD,M5,3963.5,3973.03,3962.74,3971.07,438,0,5
2025-11-03 02:25:00,XAUUSD,M5,3971.2,3972.75,3969.75,3970.61,363,0,17
2025-11-03 02:30:00,XAUUSD,M5,3970.52,3970.57,3963.54,3966.82,382,0,5
2025-11-03 02:35:00,XAUUSD,M5,3966.89,3973.91,3966.55,3973.55,408,0,17
2025-11-03 02:40:00,XAUUSD,M5,3973.52,3977.77,3971.83,3972.75,449,0,16
2025-11-03 02:45:00,XAUUSD,M5,3972.77,3976.43,3971.4,3974.06,420,0,16
2025-11-03 02:50:00,XAUUSD,M5,3974.21,3975.82,3967.73,3968.43,385,0,9
2025-11-03 02:55:00,XAUUSD,M5,3968.35,3972.57,3968.09,3971.03,420,0,17
2025-11-03 03:00:00,XAUUSD,M5,3971.0,3973.95,3965.48,3970.09,504,0,16
2025-11-03 03:05:00,XAUUSD,M5,3969.95,3985.93,3968.94,3984.39,487,0,16
2025-11-03 03:10:00,XAUUSD,M5,3984.6,3988.96,3982.55,3986.0,475,0,11
2025-11-03 03:15:00,XAUUSD,M5,3986.1,3993.51,3986.01,3993.33,470,0,14
2025-11-03 03:20:00,XAUUSD,M5,3992.5,3992.82,3987.79,3992.17,465,0,16
2025-11-03 03:25:00,XAUUSD,M5,3992.13,3999.18,3990.07,3998.89,449,0,17
2025-11-03 03:30:00,XAUUSD,M5,3998.74,4001.8,3997.53,3999.75,444,0,7
2025-11-03 03:35:00,XAUUSD,M5,3999.77,4000.62,3994.89,3995.81,440,0,6
2025-11-03 03:40:00,XAUUSD,M5,3996.22,3996.22,3990.62,3992.21,451,0,5
2025-11-03 03:45:00,XAUUSD,M5,3992.12,3995.48,3990.21,3992.78,439,0,17
2025-11-03 03:50:00,XAUUSD,M5,3992.91,3997.03,3992.58,3996.28,427,0,5
2025-11-03 03:55:00,XAUUSD,M5,3996.28,4000.14,3995.83,3995.83,419,0,5
2025-11-03 04:00:00,XAUUSD,M5,3996.17,3998.55,3992.43,3993.28,412,0,11
2025-11-03 04:05:00,XAUUSD,M5,3993.01,3993.65,3990.37,3992.06,395,0,5
2025-11-03 04:10:00,XAUUSD,M5,3992.03,3996.01,3990.72,3995.13,408,0,17
2025-11-03 04:15:00,XAUUSD,M5,3995.35,3999.59,3995.35,3999.59,345,0,17
2025-11-03 04:20:00,XAUUSD,M5,3999.63,4006.54,3998.57,3999.04,457,0,16
2025-11-03 04:25:00,XAUUSD,M5,3998.88,3999.53,3995.55,3995.55,366,0,17
2025-11-03 04:30:00,XAUUSD,M5,3995.58,4001.12,3995.0,3998.6,405,0,17
2025-11-03 04:35:00,XAUUSD,M5,3998.67,4000.7,3997.07,4000.7,382,0,17
2025-11-03 04:40:00,XAUUSD,M5,4000.85,4006.21,4000.45,4001.67,427,0,16
2025-11-03 04:45:00,XAUUSD,M5,4001.69,4003.94,3999.22,3999.8,413,0,16
2025-11-03 04:50:00,XAUUSD,M5,3999.77,4001.27,3998.21,4000.51,382,0,16
2025-11-03 04:55:00,XAUUSD,M5,4000.92,4005.67,3999.01,4004.06,371,0,16
2025-11-03 05:00:00,XAUUSD,M5,4004.16,4011.67,4002.37,4007.78,442,0,5
2025-11-03 05:05:00,XAUUSD,M5,4007.82,4008.72,4003.2,4005.72,395,0,5
2025-11-03 05:10:00,XAUUSD,M5,4005.73,4010.1,4005.5,4007.59,415,0,5
2025-11-03 05:15:00,XAUUSD,M5,4007.62,4010.33,4007.52,4008.47,385,0,5
2025-11-03 05:20:00,XAUUSD,M5,4008.45,4010.31,4007.2,4008.68,367,0,17
2025-11-03 05:25:00,XAUUSD,M5,4008.78,4009.73,4006.0,4006.3,376,0,5
2025-11-03 05:30:00,XAUUSD,M5,4006.28,4010.31,4005.71,4010.25,343,0,14
2025-11-03 05:35:00,XAUUSD,M5,4010.27,4013.06,4008.52,4012.21,374,0,16
2025-11-03 05:40:00,XAUUSD,M5,4012.03,4013.33,4010.68,4010.79,350,0,16
2025-11-03 05:45:00,XAUUSD,M5,4010.92,4013.17,4010.9,4013.0,293,0,16
2025-11-03 05:50:00,XAUUSD,M5,4013.01,4014.18,4011.49,4013.47,312,0,11
2025-11-03 05:55:00,XAUUSD,M5,4013.47,4015.6,4011.03,4011.03,379,0,17
2025-11-03 06:00:00,XAUUSD,M5,4011.04,4013.43,4007.68,4007.96,350,0,17
2025-11-03 06:05:00,XAUUSD,M5,4008.21,4014.55,4006.84,4013.35,427,0,17
2025-11-03 06:10:00,XAUUSD,M5,4013.14,4013.8,4009.34,4009.76,364,0,5
2025-11-03 06:15:00,XAUUSD,M5,4009.48,4009.9,4005.05,4005.27,333,0,17
2025-11-03 06:20:00,XAUUSD,M5,4005.31,4007.22,4003.32,4003.81,398,0,7
2025-11-03 06:25:00,XAUUSD,M5,4003.92,4005.54,4001.67,4005.4,402,0,17
2025-11-03 06:30:00,XAUUSD,M5,4005.38,4005.81,4002.47,4004.98,312,0,5
2025-11-03 06:35:00,XAUUSD,M5,4004.99,4006.27,4003.42,4005.69,283,0,17
2025-11-03 06:40:00,XAUUSD,M5,4005.38,4007.72,4005.13,4006.91,361,0,17
2025-11-03 06:45:00,XAUUSD,M5,4006.91,4007.5,4004.45,4005.33,316,0,16
2025-11-03 06:50:00,XAUUSD,M5,4005.29,4006.24,4003.16,4005.5,296,0,5
2025-11-03 06:55:00,XAUUSD,M5,4005.54,4005.6,4002.74,4003.67,239,0,16
2025-11-03 07:00:00,XAUUSD,M5,4003.64,4004.3,3997.63,3999.55,314,0,16
2025-11-03 07:05:00,XAUUSD,M5,3999.65,4008.07,3997.66,4007.6,425,0,17
2025-11-03 07:10:00,XAUUSD,M5,4007.74,4010.16,4005.9,4007.15,416,0,16
2025-11-03 07:15:00,XAUUSD,M5,4007.21,4008.23,4005.19,4006.83,318,0,16
2025-11-03 07:20:00,XAUUSD,M5,4006.82,4007.74,4005.16,4007.65,301,0,16
2025-11-03 07:25:00,XAUUSD,M5,4007.71,4012.57,4007.71,4012.1,357,0,16
2025-11-03 07:30:00,XAUUSD,M5,4012.02,4018.82,4012.02,4014.51,443,0,8
2025-11-03 07:35:00,XAUUSD,M5,4014.44,4015.38,4012.13,4014.35,381,0,6
2025-11-03 07:40:00,XAUUSD,M5,4014.36,4016.51,4014.35,4014.93,351,0,17
2025-11-03 07:45:00,XAUUSD,M5,4014.98,4015.31,4013.05,4014.9,301,0,17
2025-11-03 07:50:00,XAUUSD,M5,4014.88,4016.84,4014.3,4016.07,349,0,17
2025-11-03 07:55:00,XAUUSD,M5,4016.08,4016.37,4011.32,4014.07,340,0,16
2025-11-03 08:00:00,XAUUSD,M5,4014.16,4017.09,4012.91,4013.94,405,0,16
2025-11-03 08:05:00,XAUUSD,M5,4013.78,4015.53,4010.21,4015.06,377,0,17
2025-11-03 08:10:00,XAUUSD,M5,4015.04,4016.26,4013.58,4014.49,354,0,17
2025-11-03 08:15:00,XAUUSD,M5,4014.48,4018.53,4013.33,4017.33,357,0,16
2025-11-03 08:20:00,XAUUSD,M5,4017.33,4018.66,4013.58,4017.93,377,0,16
2025-11-03 08:25:00,XAUUSD,M5,4017.91,4018.45,4013.92,4016.23,385,0,16
2025-11-03 08:30:00,XAUUSD,M5,4016.23,4016.54,4013.19,4015.05,361,0,17
2025-11-03 08:35:00,XAUUSD,M5,4014.94,4016.86,4014.08,4016.27,343,0,17
2025-11-03 08:40:00,XAUUSD,M5,4016.27,4018.01,4015.56,4015.57,361,0,17
2025-11-03 08:45:00,XAUUSD,M5,4015.58,4016.94,4013.92,4016.89,337,0,16
2025-11-03 08:50:00,XAUUSD,M5,4016.9,4018.46,4015.61,4017.23,349,0,16
2025-11-03 08:55:00,XAUUSD,M5,4017.25,4018.33,4014.35,4017.44,367,0,5
2025-11-03 09:00:00,XAUUSD,M5,4017.3,4023.65,4015.99,4022.03,429,0,12
2025-11-03 09:05:00,XAUUSD,M5,4021.6,4022.29,4017.77,4020.21,373,0,5
2025-11-03 09:10:00,XAUUSD,M5,4020.16,4020.16,4015.08,4015.45,386,0,17
2025-11-03 09:15:00,XAUUSD,M5,4015.59,4016.51,4013.5,4015.22,377,0,16
2025-11-03 09:20:00,XAUUSD,M5,4015.23,4018.0,4014.9,4015.76,308,0,17
2025-11-03 09:25:00,XAUUSD,M5,4015.79,4020.47,4015.74,4019.04,323,0,5
2025-11-03 09:30:00,XAUUSD,M5,4018.43,4019.98,4015.82,4017.63,350,0,17
2025-11-03 09:35:00,XAUUSD,M5,4018.01,4023.11,4017.68,4020.91,387,0,16
2025-11-03 09:40:00,XAUUSD,M5,4020.9,4023.16,4020.75,4022.0,366,0,5
2025-11-03 09:45:00,XAUUSD,M5,4022.12,4023.03,4020.8,4022.54,359,0,16
2025-11-03 09:50:00,XAUUSD,M5,4022.7,4026.05,4022.54,4023.22,422,0,16
2025-11-03 09:55:00,XAUUSD,M5,4023.25,4025.67,4022.18,4025.19,408,0,16
2025-11-03 10:00:00,XAUUSD,M5,4025.21,4027.14,4025.21,4026.8,413,0,16
2025-11-03 10:05:00,XAUUSD,M5,4026.72,4027.67,4024.03,4025.72,390,0,16
2025-11-03 10:10:00,XAUUSD,M5,4025.72,4026.99,4020.72,4021.58,412,0,17
2025-11-03 10:15:00,XAUUSD,M5,4021.58,4023.92,4018.81,4019.73,426,0,7
2025-11-03 10:20:00,XAUUSD,M5,4019.72,4020.23,4016.2,4016.56,394,0,13
2025-11-03 10:25:00,XAUUSD,M5,4016.57,4017.09,4011.24,4014.43,447,0,16
2025-11-03 10:30:00,XAUUSD,M5,4014.44,4016.46,4012.39,4013.63,397,0,16
2025-11-03 10:35:00,XAUUSD,M5,4013.61,4016.77,4013.55,4014.45,428,0,16
